state,name,id,type,heatInput,load,co2Mass,so2Mass,noxMass,heatRate,co2Rate
PA,Croydon Generating Station,8012,Oil,288015.4,21174.88,19362684.484500002,26389.104465,75843.387555,13.601748864692505,914.4176724732325
IL,Factory Gas Turbine,8016,Oil,5061.0,216.12,,1148.49621,2755.120845,23.41754580788451,
WI,Columbia,8023,Coal,46427039.81,4439650.82,4416815191.06638,1216955.111655,1948335.8233200002,10.45736290810366,994.8564358190628
MN,Blue Lake Generating Plant,8027,Oil,21977.0,1410.9,,399.1614,11962.14141,15.57658232333971,
MN,Blue Lake Generating Plant,8027,Gas,1150278.829,93792.37,62014202.262345,312.978825,20931.479505000003,12.264098124399672,661.1860033214323
IA,Sycamore Combustion Turbine,8029,Oil,91444.725,4949.48,,153.314265,13421.802075,18.475622691676705,
IA,Emery Station,8031,Oil,13727262.75,1832654.66,740073910.8106651,3735.7878300000007,66829.597395,7.490370689914924,403.8261691980011
KS,Clifton Station,8037,Gas,296875.904,14708.7,,80.739465,31751.475,20.18369427617668,
NC,Belews Creek,8042,Coal,88060584.97,9862992.71,5887477394.702025,1796762.446335,5486265.697635,8.928383864738757,596.9260616742386
FL,Anclote,8048,Gas,25121904.0,2375315.45,1354388323.958085,6837.453345,1313178.410235,10.576239042271206,570.1930343433269
FL,Intercession City,8049,Oil,5364276.254,390194.17,293409919.2213,2247.097245,133751.72766,13.747709900432392,751.9587471573448
FL,Intercession City,8049,Gas,5272970.364,382822.24,286689005.582955,1777.1754150000002,126616.717635,13.77393947645257,748.882838110333
NY,Pouch Terminal,8053,Gas,650178.852,64984.39,35052846.40653,176.90107500000002,3240.46482,10.00515434552821,539.4041000697244
MS,Gerald Andrus,8054,Oil,8796851.024,801267.17,474524110.13964,2670.7526399999997,1040366.108295,10.978673972128423,592.2170880152745
LA,Waterford 1 & 2,8056,Oil,4050786.714,369607.96,220685929.01931003,3753.024345,349477.59910500003,10.959684726486952,597.0811045825691
LA,Waterford 1 & 2,8056,Gas,3933735.114,361081.46,212079646.36131,1070.4783,342952.2174,10.894314856265398,587.3457096393429
OK,Comanche (8059),8059,Gas,2704671.839,177189.98,145817647.40526,736.6342200000001,50494.824285,15.264248232321037,822.9452218757516
TX,Decordova,8063,Oil,1085696.0,79386.14,,,324640.688175,13.676140444667041,
WY,Jim Bridger,8066,Coal,115898577.4,11532872.82,11027232101.58015,6919102.716554999,5944160.97609,10.049410863094907,956.1565685920874
AZ,Santan,8068,Gas,23230100.92,3179544.51,1252398991.08393,6323.07945,75382.537575,7.306109679213141,393.89258025638713
UT,Huntington,8069,Coal,60899949.53,6172457.66,5668400176.843215,2285014.856445,5286903.62922,9.866402150419935,918.3376361699037
OH,Gen J M Gavin,8102,Coal,120249657.6,12982089.18,11192496814.375502,18450929.08647,4944810.516015,9.262735445174318,862.1491240114484
CO,Ray D Nixon,8219,Coal,12490457.08,1287301.56,1188009082.6806898,477254.60635499994,946088.72154,9.702821365337272,922.8677410137605
CO,Ray D Nixon,8219,Oil,12490457.08,1287301.56,1188009082.6806898,477254.60635499994,946088.72154,9.702821365337272,922.8677410137605
CO,Ray D Nixon,8219,Gas,29040.478,2261.27,1565651.624475,8.164665,654.98757,12.842552194121003,692.3771263382966
ND,Coyote,8222,Coal,25608266.98,2411218.54,2529205297.45548,10529049.472095001,4919058.25542,10.620467019136308,1048.9324196451641
AZ,Springerville Generating Station,8223,Coal,78222293.7,8089603.16,7439108177.445345,5144814.87141,4077684.9912450006,9.669484664807712,919.5887647775969
AZ,Springerville Generating Station,8223,Oil,42666300.19,4222910.77,4056113965.365885,1614227.752485,1452960.19659,10.103528706575062,960.5019348694136
NV,North Valmy,8224,Coal,16678141.48,1652967.62,1586850142.049415,3136901.4875849998,2058704.857605,10.089817415782168,960.0007422101922
PA,Cheswick,8226,Coal,5124352.619,525218.04,474802317.470775,421475.42944499996,262685.39578499994,9.756619591741364,904.0099183774704
NY,Astoria Generating Station,8906,Oil,9832447.284,1775226.56,537021830.2135799,2824.066905,217126.565085,5.538699964020367,302.5088979141794
NY,Astoria Generating Station,8906,Gas,10019243.9,1789390.76,547083163.22241,2868.5189699999996,226417.04666999998,5.599248707420396,305.7371120114703
VA,RockTenn West Point Mill,10017,Coal,1573852.8,929134.73,,,157739.51343,1.6938908310961533,
NY,"RED-Rochester, LLC-Eastman Business Park",10025,Oil,3531012.45,2747934.5,,,154622.42577,1.284969656300032,
DE,Energy Center Dover LLC,10030,Oil,358382.681,35619.43,19711530.682845,101.60472000000001,13184.119605,10.061437844457364,553.3926478566614
DE,Energy Center Dover LLC,10030,Gas,1029448.678,112614.39,55891413.8382,283.948905,15543.70779,9.141359980727152,496.30792155602853
CA,"Calpine Gilroy Cogen, LP",10034,Gas,686869.971,82297.69,37029637.901745,186.88011,9459.217994999999,8.34616343423491,449.94747606822256
NJ,Logan Generating Plant,10043,Coal,2573896.284,1470611.6,238744325.506575,149610.228645,143683.58904,1.7502216655981768,162.34356202995744
NJ,Pedricktown Cogeneration Plant,10099,Oil,128151.503,15314.39,6909236.172495001,34.47303,2843.11779,8.368044891112216,451.15973750799094
PA,Gilberton Power Company,10113,Coal,8289152.451,6219172.92,851338191.541065,645637.214205,326931.33030000003,1.332838394691235,136.88929420233342
PA,Colver Green Energy,10143,Coal,9651655.976,814009.97,922148617.4136001,2344082.57898,554260.0978949999,11.85692599809312,1132.8468340671554
WV,Grant Town Power Plant,10151,Coal,8079646.993,6088584.9,752038586.895555,1849983.3615450002,809917.5314849999,1.3270155751626291,123.51615346540622
CA,"Fresno Cogeneration Partners, LP",10156,Gas,135770.471,12774.22,7320650.013104999,37.194585000000004,676.76001,10.628474458714505,573.0800012137727
CA,Carson Cogeneration Company,10169,Gas,239518.216,22888.14,12912170.943179999,65.31732,1409.76549,10.464730467394904,564.1424311097362
MA,MBTA South Boston Power Facility,10176,Oil,10573.2,767.0,777457.5449999999,,693.08934,13.785136897001305,1013.6343481095175
NY,"Castleton Power, LLC",10190,Oil,1653893.445,182896.12,89183492.17764,450.870945,55132.354005,9.042802247527176,487.6182839616281
OH,Pixelle Specialty Solutions LLC,10244,Oil,2352121.41,1184107.3,,,204438.67567499998,1.9864090103996488,
CA,King City Power Plant,10294,Gas,580492.085,69104.01,31243970.30982,157.85019,21926.66145,8.400266279771609,452.1296276412903
TX,Air Liquide Bayport Complex,10298,Gas,32549056.23,2362979.49,1732922564.19726,,305056.378395,13.774582626614333,733.3633539905417
MA,Bellingham,10307,Oil,1869680.354,158519.66,102218426.11657499,2765.09988,70194.34656,11.7946275812098,644.8312223012274
NJ,Sayreville Power LP,10308,Gas,5743016.311,695007.05,309623353.61599505,1563.0797550000002,207220.10488499998,8.26324900013604,445.4967091571158
MI,T B Simon Power Plant,10328,Gas,1682292.498,1535780.5,,,87554.23872,1.0953990482363853,
PA,Mt. Carmel Cogeneration,10343,Coal,2135064.79,79383.39,227986132.896885,344587.87195500004,87156.89168999999,26.89561115996684,2871.962672504727
CA,Yuba City Energy Center,10349,Gas,757930.747,73343.5,40862608.832055,205.930995,45770.20480500001,10.333986610947118,557.1401532794999
CA,Greenleaf One,10350,Gas,66298.405,3748.56,3564861.47541,19.050885,7330.961985,17.686366231299484,950.9949088209872
CA,Kingsburg Cogen Facility,10405,Gas,141877.743,12047.87,7648309.812960002,39.008955,1425.187635,11.776168152544805,634.8267214835487
NY,"Black River Generation, LLC",10464,Coal,4782879.343,2957928.71,459927755.68707,45842.779605,272029.401285,1.6169691063987814,155.4898041092647
NJ,Carneys Point,10566,Coal,4617894.03,3325426.02,429703758.87393004,287921.46811500005,258693.781785,1.3886623855790965,129.2176570128389
CT,"Algonquin Power Windsor Locks, LLC",10567,Oil,239871.055,17447.09,13688078.109015001,,17397.99393,13.748484990906793,784.5479165302065
PA,Ebensburg Power Company,10603,Coal,5244340.616,424163.37,503594640.276165,1388204.424105,207944.038515,12.363963950965404,1187.2657468658008
NY,"Beaver Falls, LLC",10617,Oil,50966.076,6047.21,2747796.23331,13.607774999999998,763.84977,8.42803143929184,454.3907410706756
NY,Allegany Station No. 133,10619,Gas,358112.693,36072.82,19305649.763550002,97.068795,4911.49959,9.927493691926498,535.1854876760398
NY,Carthage Energy,10620,Oil,25931.064,2814.71,1398502.788225,7.25748,4947.78699,9.21269473586977,496.85501818126914
NY,"Syracuse, LLC",10621,Oil,29269.106,3168.15,1578052.8434250003,8.164665,3502.641285,9.238548048545681,498.0991567397378
VA,Hopewell Cogeneration Facility,10633,Oil,6170196.775,531060.25,337808682.566625,13602.33189,326739.91426499997,11.61863795115526,636.1023679829642
CA,Bear Mountain Limited,10649,Gas,912593.675,97529.0,49199522.862375,248.56869000000003,3660.4914750000003,9.357151975309907,504.4604462506024
CA,Badger Creek Limited,10650,Gas,306111.0,35284.75,16511606.146125,82.553835,1946.81901,8.67544760838606,467.95304334379585
OK,River Valley,10671,Coal,9198641.859,5811900.98,870867443.35623,703735.155975,924984.8768849999,1.5827251514873535,149.8420992293351
MD,AES Warrior Run,10678,Coal,14986552.28,1259382.73,1394578529.0825102,1083496.40475,503174.696175,11.899918843575058,1107.3508440778048
CO,Brush Power Projects,10682,Gas,1435632.937,124605.81,77397348.28638001,390.996735,56180.15268,11.521396450133425,621.1375559966266
MI,"Graphic Packaging International, Inc.",10698,Oil,68919.75,43092.25,,,9956.355375,1.5993537120944021,
NY,Selkirk Cogen Partners,10725,Oil,3067181.489,376007.45,165362704.197495,835.5173850000001,48753.93627,8.157235951042992,439.7857122179228
MA,MASSPOWER,10726,Oil,2014687.975,169311.0,108617668.28324999,556.104405,32719.441395000005,11.899333032112503,641.5275338474759
WV,Morgantown Energy Facility,10743,Gas,46746.713,22216.16,,166.92203999999998,3387.42879,2.1041761042412372,
MI,Midland Cogeneration Venture,10745,Gas,67121824.17,6063240.58,,18268.89153,2754384.2107800003,11.070288781119089,
NJ,"Camden Plant Holding, LLC",10751,Oil,977723.719,109215.46,52713360.624645,265.805205,39406.302030000006,8.952246495139057,482.65475075273224
NV,Las Vegas Generating Station,10761,Gas,2535578.653,239875.58,136702433.055075,691.27497,14556.690509999999,10.570390920993292,569.8889109724091
CA,E. F. Oxnard Energy Facility,10776,Gas,36875.379,2495.5,1988271.92139,684.924675,11741.695455000001,14.77674974954919,796.7429057864156
WV,Chemours Belle Plant,10788,Gas,27101.1,213771.21,,,2271.59124,0.12677619217293104,
NJ,"E F Kenilworth, Inc.",10805,Oil,1696935.12,142573.63,,,108117.401115,11.902166761132476,
MI,Grayling Generating Station,10822,Gas,3414455.887,1938677.48,,20771.814945,209150.594565,1.761229457826064,
MA,Deer Island Treatment,10823,Oil,8060.403,539.13,593190.1278,,1211.99916,14.95075955706416,1100.2728985587892
IL,Archer Daniels Midland Co.,10865,Coal,9975692.504,29657262.66,,,1562284.153755,0.33636592218116734,
IL,Archer Daniels Midland Co.,10865,Gas,626832.074,442871.62,,,11036.812710000002,1.4153809946096796,
IL,"BioUrja Renewables - Peoria, IL",10866,Gas,1066378.9,846773.76,,,17600.296185000003,1.2593433457361738,
PA,Hazleton Generation,10870,Oil,228604.616,18719.79,12317879.49279,120.65560500000001,11565.701565000001,12.211922035450185,658.0137647265274
MA,Pittsfield Generating,50002,Oil,526068.107,41066.73,28392559.034550004,,4681.981785,12.810080252311296,691.3761829722016
NJ,Linden Cogeneration Facility,50006,Oil,11367737.54,1750424.56,612893452.0873351,3094.4080350000004,30804.373860000003,6.494274474759425,350.1398838275756
NJ,Linden Cogeneration Facility,50006,Gas,50194564.77,7140326.66,2706985822.99566,13691.236020000002,424585.259625,7.029729473189116,379.1123224319908
LA,Nelson Industrial Steam Company,50030,Coal,16027115.87,10696022.08,,,820047.1591950001,1.4984183605948576,
OH,McCracken Power House,50044,Gas,1151.9,735.0,,,17.236515,1.5672108843537416,
TX,Paris Energy Center,50109,Oil,5936693.1,683756.6,320065243.47484493,1616.6036700000002,293912.51785500004,8.682465514775286,468.09821429854566
TX,New Gulf Power Facility,50137,Gas,1658.895,76.21,89512.851135,0.0,373.76022,21.767418973887942,1174.5551913790844
WV,UCC South Charleston Plant,50151,Gas,740126.533,442617.75,,,22545.36162,1.6721573705528079,
IN,Purdue University-Wade Utility,50240,Coal,1286576.139,756199.42,,,92575.507695,1.7013714966880031,
IN,Purdue University-Wade Utility,50240,Oil,1365989.286,636419.63,,,43877.816894999996,2.146365733564818,
IN,Purdue University-Wade Utility,50240,Gas,4317343.561,2381374.87,,,209058.96888,1.8129625937473672,
ME,Bucksport Generation LLC,50243,Oil,114025.55,9673.25,6570825.323205,224.98188,5950.226415,11.78771870881038,679.2779389765591
PA,PEI Power Corporation,50279,Gas,625391.25,62452.25,33715938.75825,170.55078,21391.4223,10.013910627719579,539.8674788858688
NY,Bethpage Energy Center,50292,Gas,4533121.419,457738.12,244381089.56697002,1233.7716,107970.437145,9.903307635815867,533.8884372727576
TN,Packaging Corporation of America,50296,Oil,746096.5,490650.0,,,67311.31262999999,1.5206287577703046,
NY,Cornell University Ithaca Campus,50368,Oil,706092.077,224472.99,,,2222.60325,3.1455547368972994,
NJ,Newark Bay Cogen,50385,Oil,98438.536,10682.0,5306225.762535,27.215549999999997,2063.845875,9.215365661861075,496.7445948825127
PA,Pixelle Specialty Solutions,50397,Coal,4571581.025,3034231.5,231353017.57537502,,544516.930995,1.5066685007389846,76.24764872929934
PA,Pixelle Specialty Solutions,50397,Oil,4571581.025,3034231.5,231353017.57537502,,544516.930995,1.5066685007389846,76.24764872929934
PA,Pixelle Specialty Solutions,50397,Gas,1295284.609,1045027.64,24439810.65432,,27908.63934,1.2394740190795335,23.38676004236596
NY,Indeck-Silver Springs Energy Center,50449,Oil,150460.3,15808.0,8111844.153375,40.823325000000004,7328.240429999999,9.517984564777327,513.1480360181554
NY,Indeck-Oswego Energy Center,50450,Oil,121385.625,13622.75,6544614.027,32.65866,6652.387605000001,8.910508157310382,480.4179792626305
NY,Indeck-Yerkes Energy Center,50451,Oil,149376.025,15396.0,8065056.087000001,40.823325000000004,10198.57377,9.702261951156144,523.8410033125488
NY,Indeck-Corinth Energy Center,50458,Oil,4964125.55,621749.5,267628760.24812502,1350.7984650000003,59577.560505,7.984124715822047,430.4446730526121
PA,Procter & Gamble Paper Products,50463,Gas,3858131.626,368956.78,,,110898.830325,10.456866048104605,
NY,Covanta Niagara,50472,Gas,232275.525,206384.5,11474348.0355,,4164.886335,1.125450433535464,55.59694664812522
VA,"GP Big Island, LLC",50479,Gas,591273.531,418254.55,,,6468.22905,1.4136690945741055,
TN,Eastman Chemical Company,50481,Coal,5935353.22,4136869.36,,,951788.564895,1.4347451426409075,
TN,Eastman Chemical Company,50481,Gas,15063797.37,9855143.42,,,1053032.225265,1.5285213748822337,
WV,Axiall Corporation Natrium Plant,50491,Coal,5431763.0,3687640.75,292116042.079125,,275372.37801,1.4729642522797266,79.21488612444827
WV,Axiall Corporation Natrium Plant,50491,Gas,2870379.675,2369226.75,,,107505.05124,1.2115259440659278,
NC,Rosemary Power Station,50555,Oil,19018.885,1222.27,1399167.75483,840.05331,1858.822065,15.56029764291032,1144.7288690960263
OK,Frontier Generating Station,50558,Gas,3444699.323,418011.03,185713021.94061,938.0292900000001,185817.79636500002,8.240690019591108,444.27780276661593
NJ,Eagle Point Power Generation,50561,Oil,2122852.647,256766.11,115429624.28664,598.7421,27804.313065000002,8.267651237151195,449.55163392333986
PA,Vicinity Energy Philadelphia- Schuylkill,50607,Oil,1292101.923,1021809.06,,,42307.479660000005,1.2645238465589645,
PA,"Rausch Creek Generation, LLC",50611,Coal,3585365.696,197531.35,384379522.58619,280451.706825,245692.00636500004,18.15086919620607,1945.9165473540781
CA,McKittrick Limited,50612,Gas,108791.525,11106.5,5864746.908375001,29.937105000000003,754.77792,9.795302300454688,528.0463609935624
TX,ExxonMobil Beaumont Refinery,50625,Gas,41721964.64,6168294.51,2250979804.4767804,11132.974320000001,236608.36296,6.7639384877555075,364.9274205094303
CO,J M Shafer,50707,Gas,7379372.572,739675.33,397842979.874835,2008.5075900000002,312550.63368,9.976502220237627,537.861631636187
PA,US Steel (Clairton Coke),50729,Gas,2215402.867,1524493.49,,,137197.21629,1.453205855933173,
PA,US Steel (Edgar Thomson),50732,Gas,10193544.86,6859258.42,,,105271.56177,1.486100134422403,
IN,US Steel Corp - Gary Works,50733,Oil,3045170.931,1721894.61,,,14462.34327,1.7685001819013764,
IN,US Steel Corp - Gary Works,50733,Gas,10665964.25,6302004.12,,,795026.996895,1.6924717989552822,
NY,Sterling Power Plant,50744,Gas,32852.37,2803.09,1770688.1350649998,9.071850000000001,2389.52529,11.720055367469472,631.6915029717204
PA,Panther Creek Energy Facility,50776,Coal,7769117.566,4904544.83,,354337.38915,325906.21125,1.5840649510384839,
NJ,"EFS Parlin Holdings, LLC",50799,Oil,240173.121,24480.1,12950069.503740001,65.31732,6246.87591,9.81095342747783,529.0039462150891
TX,"Odyssey Energy Altura Cogen, LLC",50815,Gas,35534147.28,3258511.33,1915729364.55927,9671.499285,340984.533135,10.90502492744133,587.915514339878
MI,TES Filer City Station,50835,Coal,6317444.159,4874110.45,,234555.40330499999,1094345.430165,1.2961224871299335,
MI,TES Filer City Station,50835,Gas,6317444.159,4874110.45,,234555.40330499999,1094345.430165,1.2961224871299335,
CA,Salinas River Cogeneration Facility,50865,Gas,3766764.415,275003.8,203072426.03508,1025.11905,21395.05104,13.697135875940624,738.4349817532703
PA,Northampton Generating Plant,50888,Coal,5245316.9,489782.0,545872628.2590001,204622.83423,187670.26813500002,10.709492998926054,1114.5216203515035
VA,WestRock Virginia Corp Covington Ops,50900,Coal,6844002.848,4633782.84,,,1154801.1457500001,1.4769796264341124,
VA,WestRock Virginia Corp Covington Ops,50900,Oil,590860.677,420179.38,,,35622.433395,1.4062105498846706,
VA,WestRock Virginia Corp Covington Ops,50900,Gas,4467319.194,2993627.44,,,604706.8413750001,1.492276271358603,
FL,Hardee Power Station,50949,Oil,136005.636,10607.66,7352650.9639800005,128.82027,1516.81332,12.82145506171955,693.1454217028073
TN,Resolute Forest Products - Calhoun Ops,50956,Gas,382208.731,63912.26,,,35226.900735,5.980209915906588,
PA,Scrubgrass Generating Plant,50974,Coal,5850973.018,3909771.38,556231688.49861,1428431.72856,259598.24523000003,1.496500037810395,142.26706230035632
NY,Carr Street Generating Station,50978,Oil,1453763.824,120287.05,78375315.48881999,413.67636000000005,18049.35276,12.085788320521619,651.5690216762318
RI,Ocean State Power,51030,Oil,6365698.098,519980.45,349151252.909025,1775.361045,82696.263045,12.242187370698264,671.469961820728
VA,Doswell Limited Partnership,52019,Oil,34899725.61,3993166.03,1891244834.220375,13910.77479,559557.1511100001,8.73986339355892,473.62038543145053
VA,Doswell Limited Partnership,52019,Gas,41781579.26,4580249.97,2262261746.738445,15783.20463,667473.1571550001,9.122117686515699,493.9166555441176
MA,Dartmouth Power,52026,Oil,547634.373,61539.63,29951429.45115,106.140645,6059.088615000001,8.898889593583842,486.70148733669674
NY,Nassau Energy Corporation,52056,Oil,1370703.084,106740.96,73899121.36359,372.853035,131941.893585,12.841397379225368,692.3220604685399
VA,Elizabeth River Combustion Turbine Sta,52087,Oil,771310.6,60877.19,48251265.061500005,1207.4632350000002,61629.612975000004,12.669944194204758,792.6000701001476
TX,Texas City Cogeneration,52088,Gas,15516661.07,2205140.11,836543378.5763401,4222.946175000001,410348.80542000005,7.036587380381921,379.3606468735178
IN,BP Whiting Business Unit,52130,Gas,7676699.216,5015415.65,,,72949.46740499999,1.530620740476415,
PA,Merck & Company - West Point,52149,Gas,3852159.599,301480.98,,,63613.62657,12.777454813235648,
NY,Riverbay Corp. - Co-Op City,52168,Oil,1279520.65,57416.75,,,20291.91408,22.28479755472053,
TX,C. R. Wing Cogeneration Plant,52176,Oil,1902370.126,192531.49,102559634.72440499,518.0026349999999,105161.79238500001,9.880825863862581,532.6901834313181
DE,Delaware City Refinery,52193,Gas,3121508.218,2431577.6,161918540.96478,9037.376970000001,74684.91231,1.2837378572659988,66.58991305265356
NY,Rensselaer Cogen,54034,Oil,629363.328,71157.17,33930571.47177,171.45796500000003,8638.21557,8.844693064662353,476.8398106862598
NY,Lockport,54041,Oil,1807276.613,134592.2,97434610.09377,494.41582500000004,99477.37117500001,13.42779606099016,723.9246412033534
NY,Indeck-Olean Energy Center,54076,Oil,908254.35,103194.0,49024912.4295,247.66150500000003,15423.959369999999,8.801425954997383,475.0752217134717
VA,"Spruance Operating Services, LLC",54081,Gas,6241467.406,4965834.82,336501086.06569505,1700.0646900000002,86091.85650000001,1.2568817997856803,67.76324591193209
AL,International Paper-Riverdale Mill,54096,Oil,363399.836,18032.7,,,122426.43012,20.15226982093641,
NY,Ticonderoga Mill,54099,Oil,3338652.988,2405843.93,,,257974.38408,1.3877263385077516,
NY,KIAC Cogeneration,54114,Oil,5383199.453,623248.4,290619289.34103,1838.8639950000002,65815.36456500001,8.637325748449575,466.29769020029573
NY,Fortistar North Tonawanda Inc,54131,Oil,486080.532,40804.39,26205730.625025,127.91308499999998,16482.644265000003,11.91245677242081,642.2282167439582
NY,Nissequogue Energy Center,54149,Oil,3187948.36,490074.36,172128029.9847,869.08323,110953.261425,6.5050298897497925,351.22839314568506
NC,University of NC Chapel Hill,54276,Coal,525605.661,316765.24,,,25788.547995,1.6592908394873123,
NC,University of NC Chapel Hill,54276,Oil,574897.288,349749.8,,,26981.49627,1.643738718363813,
NC,University of NC Chapel Hill,54276,Gas,574897.288,349749.8,,,26981.49627,1.643738718363813,
RI,Ocean State Power II,54324,Oil,5965057.105,485431.0,321714192.82602,1624.768335,81036.114495,12.28816681464513,662.7392828764953
FL,Orange Cogeneration Facility,54365,Gas,3152160.272,411869.76,169940687.20128,858.19701,75961.321605,7.653293779082008,412.60782826415806
FL,Mulberry Cogeneration Facility,54426,Oil,3180848.825,403291.87,171491690.50956002,865.45449,67471.88437500001,7.887212863973678,425.2297238463052
FL,Orlando CoGen,54466,Gas,8144113.425,1043985.94,439071206.94151497,2216.2529550000004,202122.63236999998,7.800979987335845,420.57195419845885
WA,Sumas Generating Station,54476,Gas,4020072.041,321418.54,216730207.79383498,3795.66204,28971.860160000004,12.507281132569393,674.2928015099409
WA,Ferndale Generating Station,54537,Oil,8579161.956,642734.32,464284154.21867996,7767.31797,91847.03813999999,13.347913265313109,722.3578075287469
NY,Independence,54547,Gas,26573215.33,3764625.06,1432631140.54173,7232.078820000001,175117.54929,7.058661860472235,380.5508165378174
IL,Ingredion Incorporated Argo Plant,54556,Coal,3545595.375,2447446.35,,,88834.276755,1.4486917660115408,
IL,Ingredion Incorporated Argo Plant,54556,Coal,3545595.375,2447446.35,,,88834.276755,1.4486917660115408,
IL,Ingredion Incorporated Argo Plant,54556,Gas,9081622.521,6460765.54,,,177010.844385,1.405657342736508,
IL,Ingredion Incorporated Argo Plant,54556,Gas,9081622.521,6460765.54,,,177010.844385,1.405657342736508,
NY,"Saranac Power Partners, LP",54574,Gas,944387.68,95447.28,50915686.457385,256.733355,14165.693775000002,9.894338319541427,533.4430321889215
MA,"Tanner Street Generation, LLC",54586,Oil,213342.354,23505.78,11558550.225645,58.05984,1877.87295,9.076165692012774,491.7322558811067
NY,Massena Energy Facility,54592,Oil,4921.75,325.74,265412.39389500004,0.907185,86.182575,15.109443114140111,814.798286655001
NY,Batavia Energy,54593,Gas,22651.751,1729.7,1220866.893375,6.350295000000001,1413.3942299999999,13.095768630398334,705.8258041134301
CT,"Pratt & Whitney, East Hartford",54605,Oil,822259.75,72839.11,44328549.040695004,,8452.242645,11.28871220419909,608.5816952004906
PA,St. Nicholas Cogeneration Project,54634,Coal,10436349.6,5560536.11,1129340593.213305,906181.6533900001,266446.584795,1.8768603230957166,203.09922836078928
PA,"Domtar Paper Company, LLC",54638,Gas,1197207.961,844403.47,,,26676.682109999998,1.4178150653502168,
NJ,Lakewood,54640,Oil,3139639.207,254740.7,171240829.363065,2374.103145,27088.5441,12.324843289666708,672.2162157953754
AZ,Yuma Cogeneration Associates,54694,Gas,436729.97,48584.3,23545377.953865003,118.841235,14616.56472,8.989117266277377,484.6293546241276
CA,Goal Line,54749,Gas,98610.69,11316.22,5315624.199135,27.215549999999997,713.954595,8.714101528602308,469.73496442584184
OR,Hermiston,54761,Gas,18566252.98,2449951.47,1000955048.079675,5053.927635,121648.06539,7.578212551287801,408.5611736952793
CA,Live Oak Limited,54768,Gas,701730.525,75000.75,37836985.378125,191.416035,4075.0750199999998,9.356313436865632,504.488093494065
PA,Grays Ferry Cogen Partnership,54785,Oil,12858913.16,908983.35,633641787.2701651,3500.826915,195232.562295,14.146478216570195,697.0884420161988
MD,"American Sugar Refining, Inc.",54795,Gas,578873.985,397587.84,,,9801.22674,1.4559650139199427,
MA,"Milford Power, LLC",54805,Gas,1306885.107,159828.2,70457574.452415,355.61652000000004,12595.35654,8.176811770388454,440.8331849599445
TX,Johnson County Generation Facility,54817,Oil,8772252.005,1120912.32,475242758.50983006,3772.982415,121200.823185,7.8259930312836605,423.9785307291743
MD,Brandywine Power Facility,54832,Oil,3852352.982,453931.51,208937853.332205,1059.5920800000001,58973.375295000005,8.486639277365873,460.28497411912423
VA,Gordonsville Power Station,54844,Oil,8517051.861,1037943.55,463252881.73282504,5043.041415000001,105501.07957500001,8.205698528595317,446.3179926623418
NV,Sun Peak Generating Station,54854,Oil,449845.857,34321.78,24252415.263240002,122.469975,29534.31486,13.106716988454563,706.6188077436544
NY,Brooklyn Navy Yard Cogeneration,54914,Oil,16530289.22,1620706.41,895225474.9115399,4521.41004,51951.763395,10.199434714397164,552.3674549491909
MI,Michigan Power Limited Partnership,54915,Gas,9984895.59,1070711.15,538313499.267465,2717.92626,132218.58501,9.32548016334751,502.7625791208628
MN,Cottage Grove Cogeneration,55010,Oil,4966723.734,619296.74,267770097.85675502,1351.7056499999999,23898.881640000003,8.019941674487097,432.37769644444603
WI,Whitewater Cogeneration Facility,55011,Oil,7798567.012,985599.97,420560419.06719005,2122.8129,59631.991605,7.912507355291417,426.7049836326497
TX,Sweeny Cogeneration Facility,55015,Gas,48046951.39,3050391.15,2590339294.399725,11986.635404999999,241333.88962499998,15.751078805090293,849.1826677374556
MA,Dighton,55026,Gas,2008910.003,260838.11,108305656.51746002,547.032555,11653.69851,7.701750342386702,415.2217500635165
WI,Depere Energy Center,55029,Oil,1828092.956,167355.28,98586952.76817,510.74515499999995,71390.92357500001,10.92342563676509,589.0877943508565
ME,Androscoggin Energy,55031,Oil,5249153.408,407126.6,285113883.854265,3874.587135,41347.677930000005,12.893172315441928,700.3076778924909
NM,Rio Bravo Generating Station,55039,Oil,3099788.527,267871.69,167297162.81187,888.1341150000001,54560.827455,11.571915371124136,624.5421560295155
GA,Mid-Georgia Cogeneration,55040,Oil,3803736.364,478856.15,206375951.09880003,2560.983255,63942.934725,7.9433799983565,430.976925113732
MA,Berkshire Power,55041,Gas,4011936.131,562921.61,211264822.77334502,1092.25074,24438.656715,7.126989015397721,375.3006085045217
CT,Bridgeport Energy,55042,Gas,18389378.82,2622864.88,991420129.125165,5005.84683,158932.461705,7.011180392944985,377.99130892521043
SC,Cherokee County Cogen,55043,Gas,3412709.641,289634.86,183990264.01783502,915.349665,43938.59829,11.78280004347543,635.2490305132297
TX,Pasadena Power Plant,55047,Gas,27770666.31,4172873.39,1497199813.3779602,7558.66542,310210.09638,6.655046466674609,358.79349154611185
RI,"Tiverton Power, LLC",55048,Gas,7513015.009,1089021.86,405043263.674955,2044.79499,34572.82035,6.8988651972514115,371.9330883541263
GA,Tenaska Georgia Generating Station,55061,Oil,7915045.098,761181.39,432741140.35264504,2436.69891,207334.410195,10.398369169272517,568.5125070551778
